filename,chapter_id,chapter_name_he,image_set,image_number,placement,alt_he,alt_en,added_in
book_g42_039.jpg,ch3,פרק ג': מרוקו של ילדותי,g42,39,gallery,אנשי הקהילה היהודית,Jewish community members,v8.25
book_g42_040.jpg,ch3,פרק ג': מרוקו של ילדותי,g42,40,gallery,תמונה מהשכונה היהודית,Photo from the Jewish neighborhood,v8.25
book_g42_042.jpg,ch3,פרק ג': מרוקו של ילדותי,g42,42,gallery,טקס דתי במרוקו,Religious ceremony in Morocco,v8.25
book_g42_043.jpg,ch3,פרק ג': מרוקו של ילדותי,g42,43,gallery,סצנה מהאקלים המרוקאי,Scene from Moroccan climate,v8.25
book_g42_045.jpg,ch3,פרק ג': מרוקו של ילדותי,g42,45,gallery,אזור יהודי בקזבלנקה,Jewish area in Casablanca,v8.25
book_g45_022.jpg,ch3,פרק ג': מרוקו של ילדותי,g45,22,gallery,חנוכה בבית,Hanukkah at home,v8.25
book_g45_023.jpg,ch3,פרק ג': מרוקו של ילדותי,g45,23,gallery,פורים שמח,Happy Purim,v8.25
book_g45_024.jpg,ch3,פרק ג': מרוקו של ילדותי,g45,24,gallery,שבת אצל פרלה,Shabbat at Perla,v8.25
book_g45_025.jpg,ch3,פרק ג': מרוקו של ילדותי,g45,25,gallery,ארוחת חג,Holiday meal,v8.25
book_g45_026.jpg,ch3,פרק ג': מרוקו של ילדותי,g45,26,gallery,המשפחה במטבח,Family in the kitchen,v8.25
book_g45_027.jpg,ch3,פרק ג': מרוקו של ילדותי,g45,27,gallery,הכנות לחג,Holiday preparations,v8.25
book_g45_028.jpg,ch3,פרק ג': מרוקו של ילדותי,g45,28,gallery,ערב חג משפחתי,Family holiday evening,v8.25
book_g42_025.jpg,ch4,פרק ד': כמיהה ציונית,g42,25,inline,מהדרור — לקראת העלייה,Yearning for freedom toward Aliyah,pre-v8.25
book_g42_030.jpg,ch4,פרק ד': כמיהה ציונית,g42,30,inline,תפילה במלאח,Prayer in the Mellah,pre-v8.25
book_g42_033.jpg,ch4,פרק ד': כמיהה ציונית,g42,33,inline,המעבריה הראשונה,First transit camp,pre-v8.25
book_g42_036.jpg,ch4,פרק ד': כמיהה ציונית,g42,36,inline,בית הכנסת בקזבלנקה,Synagogue in Casablanca,pre-v8.25
book_g42_047.jpg,ch4,פרק ד': כמיהה ציונית,g42,47,gallery,הספינה לארץ הקודש,Ship to the Holy Land,v8.25
book_g42_052.jpg,ch4,פרק ד': כמיהה ציונית,g42,52,gallery,הזוג הצעיר,The young couple,v8.25
book_g42_054.jpg,ch4,פרק ד': כמיהה ציונית,g42,54,gallery,ימים ראשונים בארץ,First days in Israel,v8.25
book_g42_055.jpg,ch4,פרק ד': כמיהה ציונית,g42,55,gallery,השכונה בירושלים,Neighborhood in Jerusalem,v8.25
book_g45_029.jpg,ch4,פרק ד': כמיהה ציונית,g45,29,gallery,פרלה והנכדים,Perla and grandchildren,v8.25
book_g45_030.jpg,ch4,פרק ד': כמיהה ציונית,g45,30,gallery,סבתא ונכדים,Grandma and grandchildren,v8.25
book_g45_031.jpg,ch4,פרק ד': כמיהה ציונית,g45,31,gallery,המשפחה גדלה ומתפשטת,Family grows and expands,v8.25
book_g45_032.jpg,ch4,פרק ד': כמיהה ציונית,g45,32,gallery,אירוע גדול במשפחה,Big family event,v8.25
book_g45_033.jpg,ch4,פרק ד': כמיהה ציונית,g45,33,gallery,ימי שמחה,Days of joy,v8.25
book_g45_034.jpg,ch4,פרק ד': כמיהה ציונית,g45,34,gallery,טקס משפחתי,Family ceremony,v8.25
book_g45_035.jpg,ch4,פרק ד': כמיהה ציונית,g45,35,gallery,צילום משפחתי משותף,Joint family photo,v8.25
book_g42_026.jpg,ch5,פרק ה': אל הדרור,g42,26,inline,אנשי מרוקו לפני העלייה,Moroccan people before Aliyah,pre-v8.25
book_g42_027.jpg,ch5,פרק ה': אל הדרור,g42,27,inline,המעפילים בדרך,Immigrants on the way,pre-v8.25
book_g42_028.jpg,ch5,פרק ה': אל הדרור,g42,28,inline,בית כנסת יהודי במרוקו,Jewish synagogue in Morocco,pre-v8.25
book_g42_029.jpg,ch5,פרק ה': אל הדרור,g42,29,inline,הכנות לשבת,Preparations for Shabbat,pre-v8.25
book_g42_056.jpg,ch5,פרק ה': אל הדרור,g42,56,gallery,בית קטן ומכיל,Small and warm home,v8.25
book_g42_058.jpg,ch5,פרק ה': אל הדרור,g42,58,gallery,ארוחה משפחתית,Family meal,v8.25
book_g42_059.jpg,ch5,פרק ה': אל הדרור,g42,59,gallery,פרלה צעירה,Young Perla,v8.25
book_g42_062.jpg,ch5,פרק ה': אל הדרור,g42,62,gallery,צמיחת המשפחה,Family growth,v8.25
book_g42_063.jpg,ch5,פרק ה': אל הדרור,g42,63,gallery,תקופת ילדות הילדים,Children childhood period,v8.25
book_g42_064.jpg,ch5,פרק ה': אל הדרור,g42,64,gallery,טיולים משפחתיים,Family trips,v8.25
book_g42_065.jpg,ch5,פרק ה': אל הדרור,g42,65,gallery,אירועים משפחתיים,Family events,v8.25
book_g42_066.jpg,ch5,פרק ה': אל הדרור,g42,66,gallery,עוד מן הימים הראשונים,More from the first days,v8.25
book_g45_036.jpg,ch5,פרק ה': אל הדרור,g45,36,gallery,החיים בארץ,Life in the Land,v8.25
book_g45_037.jpg,ch5,פרק ה': אל הדרור,g45,37,gallery,ירושלים האהובה,Beloved Jerusalem,v8.25
book_g45_038.jpg,ch5,פרק ה': אל הדרור,g45,38,gallery,השכונה בירושלים,The neighborhood in Jerusalem,v8.25
book_g45_039.jpg,ch5,פרק ה': אל הדרור,g45,39,gallery,ילדי המשפחה גדלים,Family children grow,v8.25
book_g45_040.jpg,ch5,פרק ה': אל הדרור,g45,40,gallery,המשפחה ביום חג,Family on holiday,v8.25
book_g45_041.jpg,ch5,פרק ה': אל הדרור,g45,41,gallery,פנחס ופרלה בצעירותם,Pinchas and Perla in their youth,v8.25
book_g45_042.jpg,ch5,פרק ה': אל הדרור,g45,42,gallery,הזוג בארץ,The couple in the Land,v8.25
book_g42_031.jpg,ch6,פרק ו': ימים ראשונים,g42,31,inline,החצר היהודית,The Jewish courtyard,pre-v8.25
book_g42_041.jpg,ch6,פרק ו': ימים ראשונים,g42,41,inline,מאפה משפחתי,Family pastry,pre-v8.25
book_g42_067.jpg,ch6,פרק ו': ימים ראשונים,g42,67,gallery,ביקור משפחתי,Family visit,v8.25
book_g42_070.jpg,ch6,פרק ו': ימים ראשונים,g42,70,gallery,ילדי המשפחה,Family children,v8.25
book_g42_072.jpg,ch6,פרק ו': ימים ראשונים,g42,72,gallery,אבא בעבודה,Father at work,v8.25
book_g42_075.jpg,ch6,פרק ו': ימים ראשונים,g42,75,gallery,פנחס מבוגר,Older Pinchas,v8.25
book_g45_043.jpg,ch6,פרק ו': ימים ראשונים,g45,43,gallery,המשפחה הצעירה,Young family,v8.25
book_g45_044.jpg,ch6,פרק ו': ימים ראשונים,g45,44,gallery,הימים הראשונים בישראל,First days in Israel,v8.25
book_g45_045.jpg,ch6,פרק ו': ימים ראשונים,g45,45,gallery,פרלה במטבחה,Perla in her kitchen,v8.25
book_g45_046.jpg,ch6,פרק ו': ימים ראשונים,g45,46,gallery,כלי המטבח של פרלה,Perla kitchen tools,v8.25
book_g45_047.jpg,ch6,פרק ו': ימים ראשונים,g45,47,gallery,פרלה מבשלת,Perla cooking,v8.25
book_g45_048.jpg,ch6,פרק ו': ימים ראשונים,g45,48,gallery,ארוחה אצל פרלה,Meal at Perla,v8.25
book_g42_048.jpg,ch7,פרק ז': סיפורה של פרלה,g42,48,inline,פרלה ופנחס בן הראש,Perla and Pinchas Ben-Harrosh,pre-v8.25
book_g42_049.jpg,ch7,פרק ז': סיפורה של פרלה,g42,49,inline,פרלה בצעירותה,Perla in her youth,pre-v8.25
book_g42_050.jpg,ch7,פרק ז': סיפורה של פרלה,g42,50,inline,פנחס בצעירותו,Pinchas in his youth,pre-v8.25
book_g42_051.jpg,ch7,פרק ז': סיפורה של פרלה,g42,51,inline,החתונה של פרלה ופנחס,Wedding of Perla and Pinchas,pre-v8.25
book_g42_053.jpg,ch7,פרק ז': סיפורה של פרלה,g42,53,inline,תמונת משפחה ראשונה,First family photo,pre-v8.25
book_g42_076.jpg,ch7,פרק ז': סיפורה של פרלה,g42,76,gallery,פרלה אחרי שנים,Perla after years,v8.25
book_g42_077.jpg,ch7,פרק ז': סיפורה של פרלה,g42,77,gallery,סבא וסבתא,Grandpa and Grandma,v8.25
book_g42_078.jpg,ch7,פרק ז': סיפורה של פרלה,g42,78,gallery,פרלה ופנחס יחד,Perla and Pinchas together,v8.25
book_g42_079.jpg,ch7,פרק ז': סיפורה של פרלה,g42,79,gallery,נחת מהילדים,Pleasure from the children,v8.25
book_g45_049.jpg,ch7,פרק ז': סיפורה של פרלה,g45,49,gallery,מתכוני המשפחה,Family recipes,v8.25
book_g45_050.jpg,ch7,פרק ז': סיפורה של פרלה,g45,50,gallery,מסורת המטבח המשפחתי,Family kitchen tradition,v8.25
book_g45_051.jpg,ch7,פרק ז': סיפורה של פרלה,g45,51,gallery,פרלה במטבח עם הילדים,Perla in kitchen with children,v8.25
book_g45_052.jpg,ch7,פרק ז': סיפורה של פרלה,g45,52,gallery,תמונה משפחתית מאוחרת,Later family photo,v8.25
book_g45_053.jpg,ch7,פרק ז': סיפורה של פרלה,g45,53,gallery,האם והבת,Mother and daughter,v8.25
book_g45_054.jpg,ch7,פרק ז': סיפורה של פרלה,g45,54,gallery,האב והבן,Father and son,v8.25
book_g42_057.jpg,ch8,פרק ח': בית ומשפחה,g42,57,inline,פרלה במטבח,Perla in the kitchen,pre-v8.25
book_g42_060.jpg,ch8,פרק ח': בית ומשפחה,g42,60,inline,המשפחה הצעירה,The young family,pre-v8.25
book_g42_061.jpg,ch8,פרק ח': בית ומשפחה,g42,61,inline,הילדים הראשונים,First children,pre-v8.25
book_g42_083.jpg,ch8,פרק ח': בית ומשפחה,g42,83,gallery,החגים סביב השולחן,Holidays around the table,v8.25
book_g42_084.jpg,ch8,פרק ח': בית ומשפחה,g42,84,gallery,ארוחת ליל הסדר,Passover Seder meal,v8.25
book_g42_085.jpg,ch8,פרק ח': בית ומשפחה,g42,85,gallery,סופגניות חנוכה,Hanukkah donuts,v8.25
book_g42_086.jpg,ch8,פרק ח': בית ומשפחה,g42,86,gallery,ערוך לשבת,Set for Shabbat,v8.25
book_g42_087.jpg,ch8,פרק ח': בית ומשפחה,g42,87,gallery,מטבחה של פרלה,Perla kitchen,v8.25
book_g42_088.jpg,ch8,פרק ח': בית ומשפחה,g42,88,gallery,מאכלי פרלה,Perla dishes,v8.25
book_g45_055.jpg,ch8,פרק ח': בית ומשפחה,g45,55,gallery,סבא עם הנכדים,Grandpa with grandchildren,v8.25
book_g45_056.jpg,ch8,פרק ח': בית ומשפחה,g45,56,gallery,סבתא עם הנכדים,Grandma with grandchildren,v8.25
book_g45_057.jpg,ch8,פרק ח': בית ומשפחה,g45,57,gallery,המשפחה כולה,The whole family,v8.25
book_g45_058.jpg,ch8,פרק ח': בית ומשפחה,g45,58,gallery,צילום של אחווה,Photo of brotherhood,v8.25
book_g45_059.jpg,ch8,פרק ח': בית ומשפחה,g45,59,gallery,ימי שמחה משפחתיים,Family days of joy,v8.25
book_g45_060.jpg,ch8,פרק ח': בית ומשפחה,g45,60,gallery,החיים סביב השולחן,Life around the table,v8.25
book_g42_071.jpg,ch9,פרק ט': במדים,g42,71,inline,פנחס במהלך השנים,Pinchas through the years,pre-v8.25
book_g42_080.jpg,ch9,פרק ט': במדים,g42,80,inline,פרלה ופנחס בערוב יומם,Perla and Pinchas in their later years,pre-v8.25
book_g42_082.jpg,ch9,פרק ט': במדים,g42,82,inline,סבתא פרלה במטבח,Grandma Perla in the kitchen,pre-v8.25
book_g42_093.jpg,ch9,פרק ט': במדים,g42,93,inline,פרלה ופנחס - דמויות זיכרון,Perla and Pinchas memory figures,pre-v8.25
book_g42_089.jpg,ch9,פרק ט': במדים,g42,89,gallery,סבא פנחס בערוב ימיו,Grandpa Pinchas in his later years,v8.25
book_g42_090.jpg,ch9,פרק ט': במדים,g42,90,gallery,צוות הילדים והנכדים,Children and grandchildren team,v8.25
book_g42_091.jpg,ch9,פרק ט': במדים,g42,91,gallery,סיפורי משפחה,Family stories,v8.25
book_g42_092.jpg,ch9,פרק ט': במדים,g42,92,gallery,המורשת המשפחתית,The family heritage,v8.25
book_g45_061.jpg,ch9,פרק ט': במדים,g45,61,gallery,סיפורי הסבא,Grandpa stories,v8.25
book_g45_062.jpg,ch9,פרק ט': במדים,g45,62,gallery,סיפורי הסבתא,Grandma stories,v8.25
book_g45_063.jpg,ch9,פרק ט': במדים,g45,63,gallery,פרלה כסבתא,Perla as a grandmother,v8.25
book_g45_064.jpg,ch9,פרק ט': במדים,g45,64,gallery,פנחס כסבא,Pinchas as a grandfather,v8.25
book_g45_065.jpg,ch9,פרק ט': במדים,g45,65,gallery,המשפחה מתאחדת,Family reunites,v8.25
book_g45_066.jpg,ch9,פרק ט': במדים,g45,66,gallery,ימי האחרית,The final days,v8.25
book_g42_068.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g42,68,inline,צילום משפחתי משותף,Joint family photo,pre-v8.25
book_g42_069.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g42,69,inline,פרלה בעוד פוזה משפחתית,Perla in another family pose,pre-v8.25
book_g42_073.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g42,73,inline,המשפחה גדלה,Family grows,pre-v8.25
book_g42_074.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g42,74,inline,תמונה משפחתית מאוחרת יותר,Later family photo,pre-v8.25
book_g42_094.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g42,94,gallery,צילום מאוחר של המשפחה,Later family photo,v8.25
book_g42_095.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g42,95,gallery,צילום סיכום של חיי המשפחה,Summary photo of family life,v8.25
book_g45_067.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,67,gallery,זיכרון משפחתי,Family memory,v8.25
book_g45_068.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,68,gallery,צילום שעון על הקיר,Photo of a clock on the wall,v8.25
book_g45_069.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,69,gallery,פרלה ופנחס - מבט אחרון,Perla and Pinchas - last look,v8.25
book_g45_071.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,71,gallery,המשפחה היום,The family today,v8.25
book_g45_072.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,72,gallery,הדור הבא,The next generation,v8.25
book_g45_073.jpg,ch10,"פרק י': המבט לעבר, הציפייה לעתיד",g45,73,gallery,סיכום שנים של אהבה,Summary of years of love,v8.25
